question,opt1,opt2,opt3,opt4,answer,era,difficulty,hint
"""파리의 연인"" 주연은?",김정은·박신양,전지현·이정재,송혜교·현빈,김희선·차태현,김정은·박신양,classic,3,
"""겨울연가"" 주연 배우는?",배용준·최지우,송승헌·송혜교,장동건·김희선,차태현·김정은,배용준·최지우,classic,3,
"""태양의 후예"" 유시진 대위 역은?",송중기,박보검,이민호,공유,송중기,classic,3,
"SBS ""동이"" 주연은?",한효주,장동건,김재원,김유정,한효주,classic,3,
"""별에서 온 그대"" 도민준 역은?",김수현,이민호,김우빈,박서준,김수현,classic,3,
"""상속자들"" 주연은?",이민호·박신혜,김수현·전지현,이종석·이보영,박보검·수지,이민호·박신혜,classic,3,
"""미생"" 원작자는?",윤태호,주호민,강풀,하일권,윤태호,modern,3,
"""밀회"" 주연은?",유아인·김희애,김수현·전지현,이정재·김혜수,공유·수지,유아인·김희애,modern,3,
"""응답하라 1994""의 남주인공은?",정우,유연석,박서준,김용한,정우,modern,3,
"""비밀의 숲"" 주연은?",조승우·배두나,이병헌·전지현,김수현·김혜수,공유·이영애,조승우·배두나,modern,3,
"""호텔 델루나"" 주연 여배우는?",아이유,수지,박신혜,김지원,아이유,modern,3,
"""미스터 션샤인"" OST ""The Day""를 부른 가수는?",박효신,김윤아,BTS 정국,폴킴,박효신,modern,4,
"""SKY 캐슬"" 주연 여배우 중 ""한서진"" 역은?",염정아,이태란,김서형,윤세아,염정아,modern,3,
"""나의 아저씨"" 주연 두 명은?",이선균·아이유,이정재·박신혜,조인성·수지,유지태·문근영,이선균·아이유,modern,3,
"""이태원 클라쓰"" 원작 플랫폼은?",네이버 웹툰,카카오 웹툰,레진코믹스,다음 웹툰,네이버 웹툰,modern,3,
"""사이코지만 괜찮아"" 주연은?",김수현·서예지,이종석·박보영,이민호·공효진,공유·전지현,김수현·서예지,modern,4,
"""이상한 변호사 우영우"" 소속 로펌 이름은?",한바다,세종,김앤장,위스덤,한바다,current,3,
"""더 글로리"" 동은 역의 이름은?",문동은,정연진,한지수,김소은,문동은,current,3,
"""더 글로리""에서 박연진 역의 배우는?",임지연,이유비,신예은,조민수,임지연,current,3,
"""재벌집 막내아들"" 주연은?",송중기·이성민,박서준·전도연,이민호·김수현,현빈·손예진,송중기·이성민,current,3,
"""무빙""은 어떤 장르 드라마?",사극,히어로/액션,로맨틱 코미디,스릴러,히어로/액션,current,3,
"""무빙"" 원작자는?",강풀,주호민,이말년,윤태호,강풀,current,3,
"""나의 해방일지"" 주연 여배우는?",김지원,박은빈,이보영,한가인,김지원,current,3,
"""힘쎈여자 도봉순"" 주연은?",박보영·박형식,수지·이종석,아이유·유연석,한효주·이민호,박보영·박형식,current,3,
"""정년이"" 주인공 이야기 배경은?",1950년대 여성국극단,1980년대 라디오,2000년대 방송국,조선시대 궁중,1950년대 여성국극단,current,4,
"""피지컬: 100"" 시즌1 최종 우승자 직업은?",크로스핏 선수,격투기 선수,씨름 선수,보디빌더,크로스핏 선수,current,3,
"""더 지니어스"" 시리즈 MC 중 유명 인물은?",김구라,전현무,이상민,성규,김구라,current,3,
"""놀면 뭐하니"" 유재석의 부캐 중 하나는?",유산슬,유고스타,유두래곤,위 모두,위 모두,current,3,
"""서진이네"" MC는?",이서진,이순재,박서준,차승원,이서진,current,4,
"""윤식당"" 시즌1 무대는?",발리,스페인,이탈리아,프랑스,발리,current,4,
"영화 ""서울의 봄"" 주연 정우성이 맡은 역은?",전두광,이태신,박종규,노상열,이태신,current,4,
"영화 ""파묘""에서 화림 역을 맡은 배우는?",김고은,김소현,전종서,이유영,김고은,current,4,
"""주몽""(2006) 주연 남자 배우는?",송일국,주몽,장동건,이병헌,송일국,classic,3,
"""허준"" 드라마 주연은?",전광렬,이순재,정동환,박인환,전광렬,classic,3,
"""선덕여왕"" 덕만/선덕 역은?",이요원,김남주,송혜교,전도연,이요원,classic,3,
"""광해, 왕이 된 남자"" 주연은?",이병헌,정재영,김명민,황정민,이병헌,classic,3,
"""베토벤 바이러스"" 주연은?",김명민,현빈,고수,이민호,김명민,classic,3,
"""아이리스"" 주연은?",이병헌·김태희,현빈·송혜교,소지섭·한효주,이서진·김혜수,이병헌·김태희,classic,3,
"""공부의 신"" 주연은?",김수로,유승호,황정민,이범수,김수로,classic,3,
"""도깨비"" OST ""Stay With Me"" 가수는?",찬열·펀치,에일리,크러쉬,거미,찬열·펀치,classic,3,
"""뽀뽀뽀"" 유명 진행자는?",송경철,왕영은,박소현,오미나,왕영은,classic,3,
"""슬기로운 깜빵생활"" 주연은?",박해수,정경호,정해인,유연석,박해수,classic,3,
"""토토가""는 어느 프로의 특집?",무한도전,런닝맨,1박2일,라디오스타,무한도전,classic,3,
"""전지적 참견 시점"" 방송사는?",MBC,KBS,SBS,tvN,MBC,modern,3,
"""미운 우리 새끼"" MC는?",신동엽,강호동,유재석,전현무,신동엽,modern,3,
"""유 퀴즈 온 더 블럭"" 진행자는?",유재석·조세호,강호동·이수근,신동엽·김원희,유재석·이효리,유재석·조세호,modern,3,
"""라디오스타"" 원년 4MC 중 한 명이 아닌 사람은?",김구라,김국진,윤종신,박수홍,박수홍,modern,3,
"""아는 형님"" 원년 멤버가 아닌 사람은?",강호동,서장훈,김영철,이상민,김영철,modern,3,
"""나 혼자 산다"" 원년 멤버가 아닌 사람은?",김광규,김태원,이성재,안재욱,안재욱,modern,3,
"""복면가왕"" 방송사는?",MBC,SBS,KBS,tvN,SBS,modern,3,
"""쇼미더머니"" 시리즈 프로듀서로 안 나오는 크루는?",YG,돈스파이크,저스트뮤직,MKIT RAIN,돈스파이크,modern,3,
"""도깨비"" 지은탁 역은?",김고은,박보영,혜리,수지,김고은,modern,4,
"""미스터 션샤인"" 고애신 역은?",김태리,김혜수,전지현,한지민,김태리,modern,3,
"""스카이 캐슬""에서 김주영 입시코디 역은?",김서형,박해나,이보영,염정아,김서형,modern,4,
"""동백꽃 필 무렵"" 주연 여배우는?",공효진,박보영,김고은,김유정,공효진,modern,3,
"""눈물의 여왕"" 주연은?",김수현·김지원,김수현·김혜윤,박서준·김다미,송중기·전종서,김수현·김지원,current,3,
"""선재 업고 튀어"" 선재 역은?",변우석,박형식,차은우,정해인,변우석,current,3,
"""무빙"" 원작은 어느 플랫폼 웹툰?",카카오 페이지,네이버 웹툰,레진코믹스,탑툰,네이버 웹툰,current,3,
"2024년 디즈니+ 오리지널 ""삼식이 삼촌""의 주연은?",송강호,이병헌,황정민,조승우,송강호,current,3,
"""파묘""의 김상덕 역은?",최민식,유해진,이성민,정재영,최민식,current,3,
"""범죄도시"" 시리즈 주연은?",마동석,현빈,이재훈,이성민,마동석,current,4,
"""엽기적인 그녀"" (2001) 주연은?",전지현·차태현,김하늘·조인성,손예진·이민호,전도연·유지태,전지현·차태현,classic,3,
"""타짜"" (2006) 주연은?",조승우·김혜수,이병헌·김태희,송강호·전도연,정우성·이미숙,조승우·김혜수,classic,3,
"""실미도"" (2003) 주연은?",설경구·안성기,정재영·이범수,최민수·박중훈,한석규·이영애,설경구·안성기,classic,3,
"""친구"" (2001) 감독은?",곽경택,김기덕,박찬욱,류승완,곽경택,classic,3,
"""왕의 남자"" (2005) 주연은?",감우성·이준기·정진영,현빈·김태리,이병헌·최민식,하정우·공유,감우성·이준기·정진영,classic,3,
"""올드보이"" (2003) 감독은?",박찬욱,봉준호,김지운,김기덕,박찬욱,classic,3,
"""괴물"" (2006) 감독은?",봉준호,박찬욱,류승완,김지운,봉준호,classic,3,
"""국제시장"" (2014) 주연은?",황정민·김윤진,하정우·전지현,송강호·이영애,정우성·김혜수,황정민·김윤진,classic,3,
"""베테랑"" (2015) 주연은?",황정민·유아인,하정우·강동원,이병헌·조인성,설경구·류승룡,황정민·유아인,classic,3,
"""부산행"" (2016) 감독은?",연상호,봉준호,나홍진,류승완,연상호,classic,3,
"""사도"" (2015) 주연은?",송강호·유아인,이병헌·이정재,최민식·하정우,설경구·조진웅,송강호·유아인,classic,3,
"""명량"" (2014) 주연 이순신 역은?",최민식,황정민,송강호,이병헌,최민식,classic,3,
"""도둑들"" (2012) 감독은?",최동훈,김지운,박찬욱,최동훈,최동훈,classic,3,
"""우리들의 블루스"" 주연은?",이병헌·신민아·김우빈,현빈·손예진·전도연,공유·수지·정해인,박해수·이정재,이병헌·신민아·김우빈,classic,3,
"""대장금"" 방영 연도는?",2001년,2003년,2005년,2007년,2003년,classic,3,
"""추적 60분""은 어느 방송사?",KBS,MBC,SBS,EBS,KBS,classic,3,
"""그것이 알고 싶다"" 초대 진행자는?",문성근,정진영,김상중,김영철,문성근,classic,3,
"""개그콘서트"" 방영 시작 연도는?",1999년,2001년,2003년,1997년,1999년,classic,3,
"""부부의 세계"" 주연 여배우는?",김희애,이영애,전도연,김혜수,김희애,modern,3,
"""라이브"" 드라마 주연은?",정유미·이광수,이서진·고아라,손예진·이민호,공유·수지,정유미·이광수,modern,3,
"""김비서가 왜 그럴까"" 주연은?",박서준·박민영,공유·김고은,이종석·수지,박보검·전도연,박서준·박민영,modern,3,
"""도깨비"" OST ""Beautiful"" 가수는?",크러쉬,에일리,찬열,어반자카파,크러쉬,modern,3,
"""킹덤"" 주연 조선 세자 이창 역은?",주지훈,박해수,이정재,김혜수,주지훈,modern,3,
"""사랑의 불시착"" 리정혁 역은?",현빈,이민호,공유,박보검,현빈,modern,3,
"""슬기로운 의사생활"" 배경 병원 이름은?",율제병원,중앙대병원,한림의료원,삼성의료원,율제병원,modern,4,
"""나의 아저씨"" 주제가를 부른 가수는?",정승환,이지은(아이유),손성제,김윤아,정승환,modern,3,
"""나는 SOLO"" 16기 출연자 중 화제가 된 직업군은?",변호사·의사,교사·공무원,프리랜서,방송인,변호사·의사,current,3,
"""좋아서 결혼했어""의 MC는?",신동엽,강호동,전현무,이이경,신동엽,current,3,
"""환승연애"" 시즌3 플랫폼은?",티빙,넷플릭스,디즈니+,쿠팡플레이,티빙,current,3,
"""솔로지옥"" 플랫폼은?",넷플릭스,티빙,웨이브,디즈니+,넷플릭스,current,3,
"""파묘"" 개봉 월은?",2024년 2월,2024년 5월,2024년 9월,2024년 12월,2024년 2월,current,3,
"""외계+인"" 1부 감독은?",최동훈,봉준호,박찬욱,이준익,최동훈,current,3,
"""오펜하이머"" 감독은?",크리스토퍼 놀란,스티븐 스필버그,리들리 스콧,데이비드 핀처,크리스토퍼 놀란,current,3,
"""대한민국 시트콤의 전설"" 순풍 산부인과의 주연은?",오지명,박영규,선우용녀,위 모두,위 모두,classic,3,
"""논스톱"" 시트콤 시즌 수는?",4개,5개,6개,7개,5개,classic,3,
"""거침없이 하이킥"" 주연 할아버지 역은?",이순재,박영규,오지명,김상중,이순재,classic,3,
"""지붕뚫고 하이킥"" 주연 정음 역은?",황정음,신세경,이기우,윤시윤,황정음,classic,3,
"""하이킥3 짧은 다리의 역습"" 주연은?",윤계상·이종석,안내상·박하선,김병만·위 모두,다양,안내상·박하선,classic,3,
"""솔약국집 아들들"" 방영 연도는?",2007년,2009년,2011년,2013년,2009년,classic,3,
"""내조의 여왕"" 주연은?",김남주,한가인,전지현,윤은혜,김남주,classic,3,
"""아내의 유혹"" 주연은?",장서희,김혜수,김희선,김남주,장서희,classic,3,
"""개인의 취향"" 주연은?",이민호·손예진,이민호·박신혜,현빈·송혜교,공유·이민정,이민호·손예진,classic,3,
"""시크릿 가든"" 주연은?",현빈·하지원,송승헌·김태희,공유·박보영,박유천·송지효,현빈·하지원,classic,3,
"""커피프린스 1호점"" 주연은?",공유·윤은혜,현빈·전지현,강동원·김아중,송승헌·이민정,공유·윤은혜,classic,3,
"""궁(공주의 남자)"" 주연은?",주지훈·윤은혜,김명민·김성령,이민호·박민영,이종석·박신혜,주지훈·윤은혜,classic,3,
"""하얀 거탑"" 주연은?",김명민,이병헌,최민식,송강호,김명민,classic,3,
"""에덴의 동쪽"" 주연은?",송승헌·연정훈,원빈·김태희,현빈·박시연,김민종·이민우,송승헌·연정훈,classic,3,
"""시그널"" 신예와 연결된 무전기 주인공은?",조진웅·이제훈,이정재·이병헌,김혜수·공유,송강호·하정우,조진웅·이제훈,modern,3,
"""도깨비"" 저승사자 역은?",이동욱,정해인,박보검,강하늘,이동욱,modern,3,
"""응답하라 1988"" 최택 역은?",박보검,류준열,이동휘,고경표,박보검,modern,3,
"""미스터 션샤인"" 구동매 역은?",유연석,변요한,이동욱,박보검,변요한,modern,3,
"""비밀의 숲"" 황시목 검사 역은?",조승우,배두나,이정재,정재영,조승우,modern,3,
"""김비서가 왜 그럴까"" 주연 남자 배우는?",박서준,박보검,이종석,이민호,박서준,modern,3,
"""사이코지만 괜찮아"" 고문영 역은?",서예지,김다미,한소희,김유정,서예지,modern,3,
"""기억"" 드라마 주연 남자 배우는?",이성민,김명민,조승우,최민수,이성민,modern,3,
"""연인"" 드라마 주연은?",남궁민·안은진,이정재·전도연,박보검·수지,송중기·혜리,남궁민·안은진,current,3,
"""밤에 피는 꽃"" 주연 여배우는?",이하늬,한가인,박민영,이민정,이하늬,current,3,
"""마에스트라"" 주연 여배우는?",이영애,김희애,이보영,김태희,이영애,current,3,
"""킹더랜드"" 주연은?",이준호(2PM)·임윤아,박보검·수지,현빈·손예진,이민호·박신혜,이준호(2PM)·임윤아,current,3,
"""경성크리처"" 주연은?",박서준·한소희,이민호·박신혜,박보검·수지,이정재·전지현,박서준·한소희,current,3,
"""기생수: 더 그레이"" 주연은?",전소니·구교환,이정재·박신혜,송중기·전종서,현빈·손예진,전소니·구교환,current,3,
"""스위트홈"" 시즌1의 원작 플랫폼은?",네이버 웹툰,카카오 웹툰,레진코믹스,다음 웹툰,네이버 웹툰,current,3,
"""오징어 게임"" 시즌2 주연은?",이정재·이병헌,박해수·공유,전종서·임시완,위 모두 출연,위 모두 출연,current,3,
